Time,Temperature,DewPoint,WindDirection,Humidity,Pressure,WindSpeed
17:00,64,55.0,VAR,73,26.99,3.0
17:30,64,55.0,VAR,73,26.99,1.0
06:00,73,55.0,E,53,26.97,7.0
06:30,75,55.0,ESE,50,26.97,7.0
07:00,77,54.0,VAR,44,26.94,6.0
07:30,75,50.0,ENE,41,26.94,10.0
08:00,77,48.0,E,36,26.91,7.0
08:30,77,48.0,ENE,36,26.91,6.0
09:00,79,48.0,NE,34,26.89,7.0
09:30,79,50.0,VAR,36,26.89,6.0
10:00,79,50.0,E,36,26.89,6.0
10:30,79,52.0,E,39,26.89,5.0
11:00,79,52.0,NE,39,26.89,7.0
11:30,77,52.0,E,41,26.89,7.0
12:00,77,52.0,ENE,41,26.89,6.0
12:30,75,54.0,E,47,26.89,5.0
13:00,72,54.0,ENE,53,26.91,5.0
13:30,70,54.0,VAR,56,26.91,3.0
14:00,70,52.0,VAR,53,26.91,2.0
14:30,68,54.0,VAR,60,26.94,2.0
15:00,68,54.0,VAR,60,26.94,1.0
15:30,66,54.0,VAR,64,26.97,1.0
16:00,66,54.0,VAR,64,26.97,2.0
16:30,64,54.0,VAR,68,26.97,2.0
17:00,63,54.0,VAR,72,26.97,2.0
17:30,64,54.0,VAR,68,26.97,1.0
06:00,77,46.0,NE,34,26.94,10.0
06:30,77,46.0,NE,34,26.91,9.0
07:00,77,48.0,ENE,36,26.91,9.0
07:30,79,48.0,NNE,34,26.89,12.0
08:00,79,48.0,ENE,34,26.89,9.0
08:30,81,45.0,NE,28,26.86,10.0
09:00,81,41.0,ENE,24,26.83,12.0
09:30,81,39.0,NE,23,26.83,13.0
10:00,81,43.0,NE,26,26.83,9.0
10:30,81,43.0,VAR,26,26.83,3.0
11:00,81,45.0,NE,28,26.83,9.0
11:30,81,43.0,ENE,26,26.83,8.0
12:00,79,41.0,ENE,26,26.83,8.0
12:30,77,43.0,ENE,29,26.83,6.0
13:00,73,43.0,ENE,33,26.86,5.0
13:30,72,45.0,VAR,38,26.86,3.0
14:00,70,45.0,NE,40,26.86,3.0
14:30,68,45.0,VAR,43,26.89,2.0
15:00,68,45.0,VAR,43,26.89,1.0
15:30,66,46.0,VAR,49,26.89,1.0
16:00,64,46.0,VAR,52,26.91,2.0
16:30,64,46.0,VAR,52,26.91,2.0
17:00,63,48.0,VAR,59,26.91,2.0
17:30,64,46.0,VAR,52,26.91,1.0
06:00,77,48.0,E,36,26.89,10.0
06:30,79,46.0,E,32,26.86,13.0
07:00,79,48.0,E,34,26.86,10.0
07:30,81,48.0,E,32,26.83,9.0
08:00,81,48.0,E,32,26.83,8.0
08:30,81,50.0,ENE,34,26.81,7.0
09:00,81,48.0,E,32,26.81,8.0
09:30,81,48.0,ENE,32,26.81,8.0
10:00,81,48.0,E,32,26.78,7.0
10:30,81,50.0,NE,34,26.78,7.0
11:00,81,50.0,ENE,34,26.78,8.0
11:30,81,50.0,ESE,34,26.81,8.0
12:00,79,52.0,E,39,26.81,7.0
12:30,77,52.0,E,41,26.81,5.0
13:00,75,54.0,E,47,26.83,6.0
13:30,73,54.0,E,50,26.83,5.0
14:00,72,54.0,E,53,26.83,6.0
14:30,70,55.0,SE,60,26.86,7.0
15:00,68,55.0,SE,64,26.86,6.0
15:30,68,54.0,SE,60,26.89,5.0
16:00,68,54.0,SE,60,26.89,5.0
16:30,66,54.0,ESE,64,26.89,5.0
17:00,66,54.0,VAR,64,26.91,3.0
17:30,64,54.0,VAR,68,26.89,2.0
06:00,75,52.0,E,44,26.91,8.0
06:30,75,52.0,E,44,26.89,9.0
07:00,75,50.0,ENE,41,26.89,8.0
07:30,75,52.0,NE,44,26.86,9.0
08:00,77,50.0,E,39,26.86,9.0
08:30,79,50.0,ENE,36,26.83,8.0
09:00,79,50.0,SE,36,26.83,6.0
09:30,79,50.0,E,36,26.81,8.0
10:00,79,50.0,E,36,26.81,9.0
10:30,79,50.0,ENE,36,26.81,6.0
11:00,79,50.0,E,36,26.81,6.0
11:30,77,50.0,E,39,26.81,7.0
12:00,77,50.0,ENE,39,26.81,7.0
12:30,75,50.0,E,41,26.81,7.0
13:00,75,50.0,E,41,26.83,6.0
13:30,72,52.0,ENE,50,26.83,6.0
14:00,72,52.0,E,50,26.83,6.0
14:30,70,54.0,E,56,26.86,7.0
15:00,70,54.0,E,56,26.86,7.0
15:30,68,54.0,ESE,60,26.86,6.0
16:00,66,55.0,ESE,68,26.89,6.0
16:30,66,57.0,ESE,73,26.89,7.0
17:00,64,57.0,ESE,77,26.89,6.0
17:30,63,57.0,SE,82,26.89,6.0
06:00,72,57.0,E,60,26.94,7.0
06:30,72,59.0,E,64,26.91,7.0
07:00,75,59.0,SE,57,26.91,8.0
07:30,75,59.0,SE,57,26.89,8.0
08:00,75,57.0,ESE,53,26.86,7.0
08:30,75,57.0,ESE,53,26.86,7.0
09:00,75,57.0,E,53,26.86,7.0
09:30,75,57.0,ESE,53,26.83,8.0
10:00,77,57.0,ESE,50,26.83,8.0
10:30,75,57.0,ESE,53,26.83,9.0
11:00,75,57.0,SE,53,26.83,8.0
11:30,75,57.0,ESE,53,26.83,7.0
12:00,75,57.0,SE,53,26.83,8.0
12:30,72,57.0,SE,60,26.86,7.0
13:00,70,57.0,SSE,64,26.86,5.0
13:30,68,59.0,SE,73,26.89,5.0
14:00,68,59.0,SSE,73,26.89,5.0
14:30,68,59.0,SSE,73,26.89,7.0
15:00,66,59.0,SE,78,26.91,5.0
15:30,66,59.0,SSE,78,26.91,5.0
16:00,64,59.0,SE,83,26.91,5.0
16:30,64,59.0,SSE,83,26.91,6.0
17:00,64,61.0,E,88,26.91,5.0
17:30,63,61.0,ESE,94,26.91,6.0
06:00,72,61.0,E,69,26.97,6.0
06:30,73,61.0,ESE,65,26.94,7.0
07:00,75,59.0,SE,57,26.94,8.0
07:30,77,57.0,VAR,50,26.91,5.0
08:00,79,57.0,SE,47,26.89,6.0
08:30,77,57.0,VAR,50,26.89,6.0
09:00,79,59.0,ESE,51,26.86,8.0
09:30,79,59.0,SE,51,26.86,7.0
10:00,79,59.0,ESE,51,26.83,7.0
10:30,81,61.0,VAR,51,26.83,6.0
11:00,79,59.0,E,51,26.83,5.0
11:30,79,61.0,SE,54,26.83,8.0
12:00,79,61.0,SE,54,26.83,9.0
12:30,79,61.0,SE,54,26.83,8.0
13:00,77,61.0,ESE,57,26.83,8.0
13:30,75,63.0,ESE,65,26.86,7.0
14:00,75,63.0,ESE,65,26.86,6.0
14:30,73,63.0,SE,69,26.89,8.0
15:00,72,63.0,ESE,73,26.91,9.0
15:30,70,63.0,SE,78,26.91,8.0
16:00,70,63.0,ESE,78,26.91,7.0
16:30,70,63.0,ESE,78,26.91,6.0
17:00,70,63.0,ESE,78,26.91,3.0
17:30,70,63.0,ESE,78,26.91,5.0
06:00,77,63.0,SE,61,26.91,8.0
06:30,79,63.0,ESE,57,26.91,8.0
07:00,79,63.0,SE,57,26.89,6.0
07:30,79,61.0,SE,54,26.89,10.0
08:00,79,61.0,SE,54,26.86,12.0
08:30,79,61.0,SSE,54,26.86,13.0
09:00,81,61.0,SSE,51,26.83,10.0
09:30,82,61.0,SE,48,26.83,13.0
10:00,81,61.0,ESE,51,26.83,6.0
10:30,81,61.0,SSE,51,26.83,10.0
11:00,81,61.0,SSE,51,26.83,10.0
11:30,79,61.0,SSE,54,26.83,9.0
12:00,79,63.0,SSE,57,26.83,10.0
12:30,77,63.0,SSE,61,26.83,8.0
13:00,77,63.0,SSE,61,26.86,8.0
13:30,75,63.0,SSE,65,26.86,13.0
14:00,73,63.0,SE,69,26.89,10.0
14:30,73,64.0,SE,73,26.89,9.0
15:00,73,66.0,SSE,78,26.91,8.0
15:30,72,64.0,SE,78,26.91,7.0
16:00,70,64.0,SE,83,26.91,6.0
16:30,70,64.0,SE,83,26.94,5.0
17:00,72,64.0,SE,78,26.94,5.0
17:30,70,64.0,SSE,83,26.94,6.0
06:00,77,63.0,S,61,26.94,10.0
06:30,77,63.0,S,61,26.94,10.0
07:00,77,63.0,S,61,26.91,10.0
07:30,79,63.0,SSE,57,26.91,10.0
08:00,81,59.0,S,48,26.89,9.0
08:30,79,59.0,S,51,26.89,9.0
09:00,81,59.0,SSE,48,26.86,10.0
09:30,81,59.0,S,48,26.86,8.0
10:00,81,57.0,S,45,26.86,10.0
10:30,81,57.0,S,45,26.86,10.0
11:00,81,59.0,S,48,26.86,9.0
11:30,81,57.0,S,45,26.86,10.0
12:00,79,57.0,S,47,26.86,10.0
12:30,77,59.0,VAR,54,26.89,6.0
13:00,75,61.0,S,61,26.89,6.0
13:30,73,61.0,S,65,26.91,5.0
14:00,73,61.0,SSE,65,26.91,5.0
14:30,72,63.0,SSE,73,26.94,6.0
15:00,72,63.0,S,73,26.94,5.0
15:30,72,63.0,SSE,73,26.97,6.0
16:00,70,64.0,SSE,83,26.97,5.0
16:30,70,64.0,SSE,83,26.97,7.0
17:00,70,66.0,SSE,88,26.97,7.0
17:30,70,66.0,SSE,88,26.97,6.0
06:00,79,64.0,SSE,61,26.99,10.0
06:30,79,64.0,SSE,61,26.97,10.0
07:00,79,64.0,S,61,26.97,10.0
07:30,81,64.0,SSE,58,26.94,10.0
08:00,82,63.0,S,51,26.91,8.0
08:30,81,63.0,SSE,54,26.91,6.0
09:00,82,61.0,S,48,26.89,7.0
09:30,84,61.0,SSE,45,26.89,8.0
10:00,82,63.0,SSW,51,26.86,13.0
10:30,82,63.0,SSE,51,26.86,12.0
11:00,82,61.0,S,48,26.86,10.0
11:30,82,63.0,ESE,51,26.89,9.0
12:00,81,63.0,ESE,54,26.89,9.0
12:30,81,61.0,SSE,51,26.89,10.0
13:00,79,61.0,SSE,54,26.89,7.0
13:30,77,61.0,SSE,57,26.91,6.0
14:00,75,63.0,SSE,65,26.91,5.0
14:30,73,63.0,SSE,69,26.94,5.0
15:00,72,63.0,S,73,26.94,5.0
15:30,72,64.0,S,78,26.97,5.0
16:00,72,64.0,SSE,78,26.97,7.0
16:30,72,68.0,SSE,88,26.97,9.0
17:00,72,68.0,SSE,88,26.97,7.0
17:30,70,68.0,SSE,94,26.97,7.0
06:00,79,63.0,VAR,57,27.02,5.0
06:30,79,63.0,VAR,57,26.99,5.0
07:00,79,63.0,VAR,57,26.99,3.0
07:30,79,63.0,VAR,57,26.97,5.0
08:00,81,63.0,SSE,54,26.97,7.0
08:30,79,63.0,ESE,57,26.94,6.0
09:00,81,63.0,E,54,26.91,5.0
09:30,81,63.0,VAR,54,26.91,3.0
10:00,82,61.0,ESE,48,26.89,6.0
10:30,79,64.0,S,61,26.89,7.0
11:00,77,64.0,S,65,26.89,9.0
11:30,79,63.0,S,57,26.91,6.0
12:00,79,64.0,S,61,26.91,6.0
12:30,77,64.0,S,65,26.91,9.0
13:00,75,64.0,SSE,69,26.94,7.0
13:30,73,66.0,S,78,26.94,3.0
14:00,73,66.0,S,78,26.97,3.0
14:30,72,66.0,VAR,83,26.97,3.0
15:00,72,64.0,SSE,78,26.99,5.0
15:30,70,64.0,VAR,83,26.99,2.0
16:00,70,66.0,VAR,88,26.99,2.0
16:30,70,66.0,VAR,88,26.99,1.0
17:00,70,66.0,VAR,88,26.99,2.0
17:30,70,66.0,CALM,88,26.99,
06:00,77,63.0,SE,61,27.04,8.0
06:30,79,63.0,SE,57,27.02,8.0
07:00,79,63.0,E,57,26.99,6.0
07:30,81,61.0,SSE,51,26.99,9.0
08:00,81,61.0,ESE,51,26.97,10.0
08:30,82,61.0,ESE,48,26.97,10.0
09:00,82,61.0,ESE,48,26.94,10.0
09:30,82,61.0,SE,48,26.94,12.0
10:00,82,61.0,ESE,48,26.94,9.0
10:30,82,59.0,SE,45,26.94,12.0
11:00,81,61.0,SE,51,26.94,10.0
11:30,81,61.0,SE,51,26.94,10.0
12:00,81,61.0,SE,51,26.94,9.0
12:30,79,61.0,SE,54,26.94,9.0
13:00,77,63.0,SE,61,26.97,7.0
13:30,75,63.0,SE,65,26.97,6.0
14:00,75,63.0,SE,65,26.97,6.0
14:30,73,63.0,SE,69,26.99,7.0
15:00,73,63.0,SE,69,26.99,7.0
15:30,72,64.0,SSE,78,26.99,6.0
16:00,72,64.0,SE,78,26.99,7.0
16:30,70,64.0,SSE,83,27.02,6.0
17:00,70,64.0,SE,83,27.02,5.0
17:30,70,64.0,SSE,83,27.02,5.0
06:00,75,66.0,E,73,27.02,5.0
06:30,77,63.0,E,61,26.99,5.0
07:00,79,66.0,ESE,65,26.99,7.0
07:30,81,64.0,ESE,58,26.97,6.0
08:00,81,64.0,E,58,26.94,5.0
08:30,81,64.0,SSE,58,26.94,9.0
09:00,82,64.0,SSE,54,26.91,7.0
09:30,82,64.0,SSE,54,26.91,6.0
10:00,82,63.0,VAR,51,26.91,5.0
10:30,82,63.0,VAR,51,26.89,5.0
11:00,81,63.0,E,54,26.89,7.0
11:30,81,64.0,ENE,58,26.91,6.0
12:00,79,64.0,E,61,26.91,7.0
12:30,77,64.0,ENE,65,26.91,3.0
13:00,77,64.0,VAR,65,26.94,2.0
13:30,77,64.0,VAR,65,26.94,2.0
14:00,77,66.0,SE,69,26.97,3.0
14:30,77,66.0,VAR,69,26.97,3.0
15:00,77,66.0,SSE,69,26.97,9.0
15:30,75,66.0,S,73,26.99,5.0
16:00,75,66.0,S,73,26.99,6.0
16:30,73,66.0,SSE,78,26.99,8.0
17:00,73,66.0,SE,78,26.99,9.0
17:30,72,66.0,SSE,83,26.99,8.0
06:00,75,63.0,E,65,27.04,10.0
06:30,77,63.0,ESE,61,27.04,12.0
07:00,77,61.0,ESE,57,27.02,13.0
07:30,79,59.0,SE,51,27.02,12.0
08:00,77,59.0,ESE,54,26.99,10.0
08:30,77,59.0,ESE,54,26.99,10.0
09:00,79,59.0,SE,51,26.97,13.0
09:30,79,59.0,ESE,51,26.97,10.0
10:00,79,59.0,ESE,51,26.97,12.0
10:30,77,59.0,ESE,54,26.97,10.0
11:00,79,57.0,ESE,47,26.97,10.0
11:30,79,57.0,SE,47,26.97,13.0
12:00,77,57.0,SE,50,26.97,13.0
12:30,75,57.0,SE,53,26.99,10.0
13:00,73,57.0,SE,57,26.99,8.0
13:30,72,57.0,SE,60,27.02,8.0
14:00,70,54.0,SE,56,27.02,8.0
14:30,68,54.0,SE,60,27.04,7.0
15:00,68,54.0,ESE,60,27.04,5.0
15:30,66,54.0,SE,64,27.04,5.0
16:00,64,54.0,SE,68,27.07,5.0
16:30,64,55.0,SE,73,27.07,6.0
17:00,63,55.0,SE,77,27.07,6.0
17:30,63,57.0,SE,82,27.07,5.0
06:00,72,55.0,ESE,57,27.1,13.0
06:30,73,54.0,ESE,50,27.1,12.0
07:00,72,55.0,ESE,57,27.1,10.0
07:30,77,55.0,SE,47,27.07,13.0
08:00,77,54.0,ESE,44,27.04,10.0
08:30,77,52.0,ESE,41,27.02,12.0
09:00,79,54.0,ESE,42,27.02,12.0
09:30,79,52.0,ESE,39,26.99,12.0
10:00,81,52.0,SE,37,26.99,13.0
10:30,81,52.0,SE,37,26.99,10.0
11:00,81,52.0,ESE,37,26.99,10.0
11:30,81,50.0,SE,34,26.99,12.0
12:00,79,50.0,SE,36,26.99,12.0
12:30,79,50.0,SE,36,26.99,10.0
13:00,77,52.0,SE,41,27.02,9.0
13:30,73,52.0,SE,47,27.02,7.0
14:00,72,52.0,SE,50,27.04,5.0
14:30,70,54.0,ESE,56,27.04,3.0
15:00,68,54.0,ESE,60,27.04,3.0
15:30,66,54.0,SE,64,27.07,3.0
16:00,66,54.0,VAR,64,27.07,3.0
16:30,66,54.0,ESE,64,27.07,3.0
17:00,64,54.0,VAR,68,27.07,3.0
17:30,63,52.0,ESE,68,27.07,3.0
06:00,73,61.0,E,65,27.1,8.0
06:30,77,61.0,SE,57,27.07,10.0
07:00,77,61.0,ESE,57,27.04,8.0
07:30,77,59.0,E,54,27.02,7.0
08:00,79,57.0,SE,47,27.02,10.0
08:30,81,57.0,SE,45,26.99,10.0
09:00,79,55.0,ESE,44,26.99,8.0
09:30,81,55.0,SSE,42,26.97,7.0
10:00,81,55.0,E,42,26.97,9.0
10:30,79,55.0,ESE,44,26.97,8.0
11:00,82,54.0,SE,37,26.97,12.0
11:30,81,54.0,ESE,39,26.97,6.0
12:00,81,55.0,SE,42,26.97,8.0
12:30,77,57.0,ESE,50,26.99,7.0
13:00,75,57.0,SSE,53,26.99,5.0
13:30,75,57.0,SSE,53,27.02,3.0
14:00,73,57.0,S,57,27.02,6.0
14:30,72,57.0,SSE,60,27.04,3.0
15:00,72,57.0,SSE,60,27.04,5.0
15:30,70,59.0,SE,68,27.04,3.0
16:00,70,59.0,SE,68,27.04,3.0
16:30,68,61.0,SSE,78,27.07,6.0
17:00,68,61.0,SE,78,27.07,5.0
17:30,66,63.0,SSE,88,27.07,3.0
06:00,75,61.0,SE,61,27.07,8.0
06:30,77,61.0,ESE,57,27.04,7.0
07:00,79,61.0,SE,54,27.04,6.0
07:30,81,57.0,SE,45,27.02,6.0
08:00,79,57.0,E,47,26.99,5.0
08:30,82,57.0,E,42,26.97,6.0
09:00,79,55.0,E,44,26.97,6.0
09:30,82,54.0,SSE,37,26.97,7.0
10:00,82,55.0,ESE,39,26.94,7.0
10:30,82,55.0,E,39,26.94,6.0
11:00,81,54.0,E,39,26.94,8.0
11:30,81,55.0,ESE,42,26.94,7.0
12:00,81,55.0,SE,42,26.94,7.0
12:30,77,55.0,SE,47,26.97,6.0
13:00,77,57.0,SSE,50,26.97,6.0
13:30,75,57.0,SSE,53,26.97,5.0
14:00,75,59.0,SE,57,26.97,8.0
14:30,73,59.0,SE,61,26.99,7.0
15:00,73,61.0,SE,65,26.99,8.0
15:30,72,61.0,SSE,69,26.99,7.0
16:00,72,61.0,SSE,69,27.02,7.0
16:30,72,61.0,SSE,69,26.99,8.0
17:00,70,61.0,S,73,26.99,6.0
17:30,68,61.0,S,78,26.99,6.0
06:00,75,61.0,SE,61,26.99,7.0
06:30,77,61.0,VAR,57,26.99,5.0
07:00,79,59.0,VAR,51,26.97,5.0
07:30,79,59.0,E,51,26.94,6.0
08:00,77,59.0,ENE,54,26.94,6.0
08:30,79,59.0,E,51,26.91,6.0
09:00,81,57.0,SSE,45,26.91,6.0
09:30,82,57.0,SE,42,26.89,8.0
10:00,81,57.0,VAR,45,26.89,5.0
10:30,81,55.0,ESE,42,26.89,6.0
11:00,79,57.0,SE,47,26.89,8.0
11:30,79,57.0,SE,47,26.89,7.0
12:00,77,59.0,E,54,26.89,6.0
12:30,77,59.0,ESE,54,26.89,9.0
13:00,75,59.0,ESE,57,26.89,8.0
13:30,75,59.0,ESE,57,26.91,6.0
14:00,75,61.0,ESE,61,26.91,6.0
14:30,73,61.0,SSE,65,26.94,12.0
15:00,73,61.0,SSE,65,26.94,9.0
15:30,72,61.0,SSE,69,26.97,10.0
16:00,70,61.0,SSE,73,26.97,9.0
16:30,70,61.0,ESE,73,26.97,6.0
17:00,70,61.0,SE,73,26.97,10.0
17:30,70,63.0,SE,78,26.97,12.0
06:00,75,54.0,E,47,27.02,9.0
06:30,77,54.0,ESE,44,26.99,7.0
07:00,77,54.0,VAR,44,26.99,6.0
07:30,77,54.0,SSE,44,26.97,5.0
08:00,77,54.0,SE,44,26.97,8.0
08:30,79,54.0,ESE,42,26.94,10.0
09:00,79,52.0,ESE,39,26.94,5.0
09:30,79,52.0,ENE,39,26.94,3.0
10:00,81,52.0,SSE,37,26.91,6.0
10:30,81,52.0,ESE,37,26.91,6.0
11:00,79,50.0,ENE,36,26.91,6.0
11:30,79,52.0,SSE,39,26.91,5.0
12:00,79,52.0,SE,39,26.94,5.0
12:30,77,52.0,ESE,41,26.94,7.0
13:00,75,55.0,ESE,50,26.94,5.0
13:30,73,55.0,VAR,53,26.97,3.0
14:00,72,55.0,SE,57,26.97,5.0
14:30,70,55.0,SSE,60,26.99,5.0
15:00,70,55.0,SE,60,26.99,5.0
15:30,68,55.0,SE,64,26.99,6.0
16:00,68,57.0,VAR,68,27.02,3.0
16:30,66,57.0,ESE,73,27.02,3.0
17:00,66,57.0,VAR,73,27.02,2.0
17:30,64,57.0,SE,77,26.99,3.0
06:00,72,52.0,ESE,50,27.02,8.0
06:30,72,52.0,ESE,50,27.02,9.0
07:00,73,52.0,ESE,47,27.02,7.0
07:30,73,50.0,E,44,26.99,7.0
08:00,75,50.0,SE,41,26.97,7.0
08:30,75,46.0,NNE,36,26.97,8.0
09:00,77,46.0,VAR,34,26.94,8.0
09:30,77,46.0,ENE,34,26.91,8.0
10:00,79,46.0,ENE,32,26.91,7.0
10:30,79,45.0,NE,30,26.89,9.0
11:00,79,45.0,ENE,30,26.89,7.0
11:30,79,43.0,NE,28,26.89,5.0
12:00,77,45.0,ENE,32,26.89,7.0
12:30,75,45.0,E,34,26.91,6.0
13:00,73,45.0,E,36,26.91,5.0
13:30,72,46.0,E,41,26.91,5.0
14:00,70,48.0,VAR,46,26.94,3.0
14:30,68,48.0,VAR,49,26.94,3.0
15:00,68,48.0,VAR,49,26.94,2.0
15:30,64,48.0,VAR,56,26.94,1.0
16:00,66,46.0,VAR,49,26.97,1.0
16:30,64,48.0,VAR,56,26.97,3.0
17:00,63,48.0,CALM,59,26.97,
17:30,63,50.0,CALM,63,26.97,
06:00,73,43.0,E,33,26.99,8.0
06:30,73,43.0,ENE,33,26.99,8.0
07:00,75,39.0,E,27,26.97,8.0
07:30,75,41.0,VAR,29,26.94,7.0
08:00,77,39.0,ESE,26,26.91,8.0
08:30,77,39.0,E,26,26.91,7.0
09:00,79,39.0,VAR,24,26.89,5.0
09:30,79,39.0,ESE,24,26.89,6.0
10:00,79,39.0,E,24,26.89,6.0
10:30,79,39.0,E,24,26.89,6.0
11:00,79,39.0,E,24,26.89,6.0
11:30,79,39.0,ENE,24,26.89,6.0
12:00,77,39.0,VAR,26,26.89,5.0
12:30,75,37.0,ENE,25,26.91,6.0
13:00,73,37.0,NE,27,26.91,5.0
13:30,72,36.0,NE,27,26.91,5.0
14:00,70,36.0,ENE,28,26.94,3.0
14:30,68,37.0,VAR,33,26.94,3.0
15:00,66,37.0,VAR,35,26.94,1.0
15:30,66,39.0,VAR,37,26.97,1.0
16:00,64,41.0,VAR,42,26.97,2.0
16:30,63,41.0,SE,45,26.97,5.0
17:00,61,43.0,SE,52,26.97,3.0
17:30,61,45.0,VAR,55,26.97,2.0
06:00,72,45.0,E,38,26.99,8.0
06:30,73,43.0,E,33,26.97,9.0
07:00,75,41.0,E,29,26.97,7.0
07:30,77,39.0,VAR,26,26.94,5.0
08:00,75,37.0,ENE,25,26.91,7.0
08:30,77,36.0,VAR,22,26.91,3.0
09:00,79,30.0,SE,17,26.89,8.0
09:30,79,30.0,ESE,17,26.89,6.0
10:00,79,30.0,E,17,26.89,7.0
10:30,81,30.0,SE,16,26.86,8.0
11:00,81,34.0,SE,18,26.89,5.0
11:30,79,,SE,18,26.89,6.0
12:00,79,,ESE,18,26.89,6.0
12:30,77,39.0,SE,26,26.91,6.0
13:00,73,37.0,SE,27,26.91,5.0
13:30,72,41.0,SSE,33,26.91,5.0
14:00,68,43.0,SE,40,26.91,3.0
14:30,68,45.0,VAR,43,26.94,3.0
15:00,66,45.0,SE,46,26.94,5.0
15:30,64,46.0,VAR,52,26.97,2.0
16:00,64,46.0,VAR,52,26.97,3.0
16:30,64,48.0,SSE,56,26.97,5.0
17:00,63,50.0,VAR,63,26.97,2.0
17:30,61,52.0,SE,72,26.97,3.0
06:00,73,46.0,E,38,26.97,7.0
06:30,73,48.0,E,41,26.94,7.0
07:00,75,48.0,E,38,26.91,7.0
07:30,77,46.0,SSE,34,26.91,7.0
08:00,77,48.0,E,36,26.89,6.0
08:30,79,46.0,VAR,32,26.89,3.0
09:00,79,46.0,SE,32,26.86,7.0
09:30,79,45.0,VAR,30,26.86,3.0
10:00,79,45.0,E,30,26.86,6.0
10:30,79,45.0,E,30,26.86,5.0
11:00,81,45.0,VAR,28,26.86,1.0
11:30,81,45.0,VAR,28,26.86,3.0
12:00,79,45.0,VAR,30,26.86,3.0
12:30,77,48.0,SE,36,26.86,5.0
13:00,75,50.0,VAR,41,26.86,3.0
13:30,73,50.0,SE,44,26.89,3.0
14:00,70,50.0,SSE,49,26.89,5.0
14:30,70,50.0,SSE,49,26.91,3.0
15:00,68,52.0,SE,56,26.91,6.0
15:30,68,55.0,SSE,64,26.91,7.0
16:00,66,55.0,S,68,26.91,7.0
16:30,66,55.0,SSE,68,26.94,7.0
17:00,64,55.0,VAR,73,26.94,2.0
17:30,63,55.0,VAR,77,26.94,2.0
06:00,73,55.0,SSE,53,26.97,9.0
06:30,75,55.0,SSE,50,26.97,7.0
07:00,75,54.0,VAR,47,26.94,5.0
07:30,75,55.0,ESE,50,26.91,7.0
08:00,75,54.0,SE,47,26.91,6.0
08:30,77,54.0,SE,44,26.89,6.0
09:00,79,54.0,VAR,42,26.89,5.0
09:30,79,52.0,VAR,39,26.86,2.0
10:00,79,52.0,ESE,39,26.86,8.0
10:30,77,52.0,VAR,41,26.86,2.0
11:00,79,52.0,SSE,39,26.86,3.0
11:30,79,52.0,ENE,39,26.86,3.0
12:00,79,52.0,VAR,39,26.86,1.0
12:30,77,52.0,ESE,41,26.89,6.0
13:00,75,54.0,VAR,47,26.89,3.0
13:30,73,54.0,VAR,50,26.89,2.0
14:00,72,55.0,CALM,57,26.91,
14:30,72,55.0,SE,57,26.91,3.0
15:00,70,54.0,VAR,56,26.94,3.0
15:30,70,55.0,VAR,60,26.94,3.0
16:00,70,54.0,VAR,56,26.94,2.0
